og_representation,mapping
ज़मुना,jamuna
जमुनाई,jamunai
जमुनोत्री,jamunotri
जन,jan
जनाबाई,JanaBai
जनाई,Janai
जनक,janak
जनकदीप,janakdeep
जनकदिप,janakdeep
जानकि,janaki
जनकपुरी,Janakpuri
जनम,janam
जनानंद,jananand
जनार्दन,Janardhan
ज्ञानेश्वरी,Janeshwari
जंगा,janga
जांगीड,jangid
जांगिड,jangid
जांगिड़,jangid
जांगला,jangla
जंगलेश्वर,jangleshwar
जंगशन,jangshan
जान्हवी,janhavi
जानिमल,janimal
जनिमल,janimal
जंजिर,janjeer
जंजीर,janjeer
जंजिरा,Janjira
जानकी,Janki
जानकीबाई,jankibai
ज़लकिरण,jankiran
जनमानस,janmanas
जन्मदाता,janmdata
जननी,janni
जनसेवा,jansewa
जनसुख,jansukh
जनता,Janta
ज़नता,janta
जनतानगर,jantanagar
जर,jar
जरंडी,jarandi
जरीमरी,jarimari
जरीवाला,jariwala
जरुखा,jarukha
जस,Jas
जसपार्क,jas park
जसदवाला,jasadwala
जसदनवाला,jasdanvala
जश,jash
जशकल्प,jashkalpa
जस्मीन,Jasmine
जास्मिन,jasmine
जासमीन,jasmine
जास्मीन,Jasmine
जस्मिन,Jasmine
जासपर,jaspar
जॅस्पर,Jasper
जास्पर,jasper
जसराज,jasraj
जास्वंदी,jasvandi
जस्वंती,jasvanti
जास्वंद,jaswand
जयवसंत,jaswant
जसवंती,Jaswanti
जतन,jatan
जटाशंकर,jatashankar
जटायु,Jatayu
जतिन,Jatin
जतीन,Jatin
ज्जत,jatta
जावळे,Javale
जवेरी,javeri
जावकर,javkar
जावसाई,javsai
जवाहर,Jawahar
जवहार,jawahar
जवाहरबाद,jawaharbad
जवान,Jawan
जय,jay
ज़य,jay
जयभवानी,jay bhawani
जयकोच,jay coach
जयदुर्गा,jay durga
जयहिंद,jay hind
जयगणेश,jayaganesh
जयमल,jayamal
जयअंबे,jayambe
जयनगर,Jayanagar
जयनि,jayani
जयंत,Jayant
जयंती,jayanti
जयपाली,jayapali
जयराजरत्न,jayarajaratna
जयवंत,Jayawant
जयदीप,Jaydeep
जयदिप,jaydeep
जयदेव,jaydev
जयदेवी,jaydevi
जयेंद्र,jayenDra
जयेश,Jayesh
जयगंगा,jayganga
जयघोष,jaygosh
ज़यहिंद,jayhind
जयकि,jayki
जयकृष्णा,jaykrishna
जयकुंज,jaykunj
जगमगि,jaymagi
जयमाला,jaymala
जयमल्हार,jaymalhar
जयनील,jaynil
जयनिल,jaynil
जयप्रकाश,jayprakash
जयराज,Jayraj
जयराजभाई,jayrajbhai
जयशक्ती,jayshakti
जयश्री,Jayshree
जयविजय,jayvijay
जयवंती,jaywanti
जाज,jazz
जेबी,JB
जेई,JE
जिजामाता,Jeejamata
जीत,jeet
जित,Jeet
जीव,jeev
जीवलापाडा,jeevalapada
जीवनदीप,Jeevandeep
जीवन,Jeewan
जिवन,jeewan
जीवनदिप,jeewandeep
जिवनदिप,jeewandeep
जिवनदीप,jeewandeep
जीवनधारा,jeewandhara
जिवनधारा,jeewandhara
जिवनगंगा,jeewanganga
जीवनग्राम,jeewangram
जीवनज्योत,jeewanjyot
जीवनप्रेम,jeewanprem
जीवनशीला,jeewanshila
जीवनश्री,jeewanshri
जिवनश्री,jeewanshri
जीवनतारा,jeewantara
जेलम,jelum
जेमीनी,jemini
जैनब,jenab
जेनब,jenab
जैनिल,jenil
जैनील,jennil
जेरम,jerum
जेसल,Jesal
जेसाल,jesal
ज़ेस्ड,jesd
जेष्ठा,jeshta
जेस्पर,jesper
जेस्सल,jessal
जिसस,jessu
जीजस,jesus
जेठा,jetha
जेठे,jethe
जैतु,jetu
ज़ैतून,jetun
जैतुन,jetun
जेतवन,jetwan
जेव्हीपीडी,jevhipidi
ज्वेल,jewel
ज्वेअल,jewel
ज्वेलर्स,Jewelers
जेवेल,jewell
ज्वेलस्,jewellers
जेवल्स,jewells
ज्वेल्स,Jewels
झाडपान,jhadan
झकारी,jhakari
झकेरि,jhakeri
झालावाद,jhalavad
झालावाड,jhalawad
झामा,jhama
झंझरी,jhanjhari
जानवी,jhanvi
झर,jhar
झरीना,jharina
झरिना,jharina
झारखंड,Jharkhand
झरना,jharna
झरणा,jharna
झरोका,jharoka
झरोखा,jharoka
झरुखा,jharukha
इवा,jhawa
झवेर,jhawer
झेान,jheana
झोजवाला,jheejwala
झेलम,Jhelum
झेलुम,jhelum
झैनब,jhenab
झेंडाबाजार,jhenda bazar
झॅनडू,jhenduu
झेनीथ,jhenith
झेप,jhep
झैतुन,jhetun
झैतून,jhetun
झील,jhil
जिलहा,jhilha
झीनल,jhinal
झिनि,jhini
झिन्नी,jhinni
झिन्नि,jhinni
झिओन,jhion
झोहरा,jhohra
जानीमल,jhonnymal
झुलेलाल,jhulelal
झुसेन,jhuren
जिगर,jigar
जिग्ेश,jigdesh
जिग्ना,jigna
जिग्नेश,jignesh
जिज्ञासा,Jigyasa
जीह्ला,jihla
जिजाबाई,Jijabai
जिजाई,jijai
जिजाऊ,Jijau
जिक्रा,jikra
जिलानी,Jilani
जील्हा,jilha
जिल,Jill
जीमी,jimi
जिमखान,jimkhan
जिम्मी,Jimmy
जिमी,Jimmy
जिना,jinaa
जीनाम,jinaam
जीनल,Jinal
जिनल,Jinal
जिनाम,Jinam
जिनम,jinam
जीनस्,jinas
जीनय,jinay
जिनय,jinay
जिंदाल,Jindal
जिंदम,jindam
जिनेंद्र,jinendra
जिनेश्वर,Jineshwar
जिंजेली,jinjeli
जिनकू,jinku
जिरायत,Jirayat
जितेन,jiten
जीतेन,jiten
जितेंद्र,Jitendra
जितेश,Jitesh
जीवद,jivad
जिवदानी,jivadani
जीवदानी,jivadani
जिवलपाडा,jivalpada
जिव्हाळा,jivhala
जिवीका,jivika
जॢ,jl
जेएन,JN
जोआकीम,joakim
जोधली,jodhali
जोंधळी,jodhli
जो,joe
जोगानी,jogani
जोगे,joge
जोगेश,Jogesh
जोगेश्वर,jogeshwar
जेागेश्वरी,jogeshwari
जोेगेश्वरी,jogeshwari
जोगर्स,Joggers
जोगळेकर,joglekar
जोहरी,Johari
जॉन,John
जोनस,johnas
जॉनक्वील,johnkvil
जॉनी,Johnny
जॉईंट,Joint
झोझवाला,jojhwala
जोले,jole
जॉली,Jolly
जोमा,joma
जोम,jome
जॉना,jona
जोंधली,jondhali
जोसेफ,Joseph
जोसफ,Joseph
जासफर,joshfar
जोशी,Joshi
जोशुआ,Joshua
जोसुआ,Joshua
जोशूवा,josuva
जोशुवा,josuva
जोआना,jouana
जॉय,Joy
जेपी,JP
जु,Ju
जॢ,JU
जुबेदा,jubeda
ज्युवेल,jubell
जुबली,Jubilee
जुबिली,Jubilee
ज्युबली,Jubilee
जुबीलेशन,jubileshon
जुबीली,jublee
जुचंद्र,jucandra
ज्यूड,Jude
जॢइ,jude
जूडी,Judy
जुएल,Juel
जुगल,jugal
जुही,Juhi
जुहि,juhi
जुहु,juhu
जूहू,Juhu
जुहुगांव,juhu gaon
जुहूगांव,juhu gaon
जुहुगाव,juhugaon
जुहुनगर,juhunagar
जुहूनगर,juhunagar
ज़ुई,jui
जूई,jui
जुईगांव,juigaon
ज़ुईनगर,juinagar
जुईनगर,juinagar
ज़ुईपाडा,juipada
जुईपाडा,juipada
जुइपाडा,juipada
जूकर,jukar
ज्युलियस,Julius
जुलीयस,julius
जुलियस,Julius
जम्बो,Jumbo
जंम्बो,jumbo
जुनासर्वे,juna survey
जक्शन,junction
जन्क्सन,junction
जुन,June
जंगल,jungle
जुनी,Juni
ज्युनिपर,junipar
जुनिपर,Juniper
ज्युपीटर,jupiter
ज्यूपीटर,jupiter
जुपीटोर,jupiter
ज्युपिटर,jupiter
जुपिटर,jupiter
जुपीटर,Jupiter
जूपीटर,Jupiter
जुरा,Jura
फक्त,just
फक्त,just
जस्टिन,Justin
जुवेकर,juvekar
जुवेली,juveli
जेवीएलआर,JVLR
ज्वाला,Jwala
ज्वेलस,jwellers
ज्योर्तिलिंग,jyortilinga
ज्योर्तीलिंग,jyortilinga
ज्योत,Jyot
ज्योत्,jyot
ज्योति,jyoti
ज्येाती,jyoti
ज्योती,Jyoti
ज्येातिर्लिंग,jyotirling
ज्योतिलिंग,jyotirling
ज्योतिर्लिंग,jyotirlinga
ज्योतीर्लींग,jyotirlinga
जोत्स्ना,jyotsna
के,K
क्,K
्के,k
केडब्ल्यूसी,K.w.c
काअेमानिवली,kaaemanivali
कालरा,kaalra
कनै,kaane
कासम,kaasam
कावली,kaavli
कबोर्ड,kaboard
काबरा,Kabra
कच्छी,kacchi
कचेरीपाडा,kacheripada
कचनार,kachnar
कचोरेगाव,kachoregaon
काचपाडा,kachpada
कचराळी,kachrali
कचरू,kachru
कचरु,kachru
कॉज़वे,kachway
कडईपाडा,kadaipada
खडक,kadak
कदम,kadam
कदम्ब,kadamb
कदंबा,kadamba
कदंब,Kadamba
कादंबरी,Kadambari
कदमगिरी,kadamgiri
कदमवाडी,kadamvadi
कडापुर,kadapur
कादर,Kadar
कडोंमपा,kadompa
काद्री,kadri
कडू,kadu
कडवा,kadwa
खैरापाडा,kahairapada
कहान,kahan
कवीळवहाळ,kahilvhal
कहोज,kahoj
कैफ,kaif
कैलाश,Kailash
कैलास,Kailash
कैलासधाम,kailash dham
कैलाशचंद्र,kailashchandra
कैलासनगर,kailashnagar
कैलाशपुरी,Kailashpuri
कैवल्यधाम,kaivalyadham
काजल,Kajal
काजारी,kajari
काजरोळकर,kajrolkar
काजुवाडी,kajuvadi
काका,kaka
काकड,Kakad
ककड,Kakkad
कक्कड,Kakkad
कला,Kala
काला,kala
काळा,kala
कालबादेवी,kalabadevi
कालाबाधी,kalabadhi
कळाबोली,kalaboli
काळाचौकी,kalachauki
कालाचौकी,kalachoki
काळाचौकि,kalachoki
कलादर्शन,kaladarshan
काळईखार,kalaikhar
कलाकुंज,kalakunj
कलामंदीर,kalamandir
कळंबोल,kalambol
कळंबेाली,kalamboli
कळांबोली,kalamboli
कलंबोली,kalamboli
कळंबोलीता,kalambolita
कळमगांव,kalamgaon
काळंुद्रे,kalamudre
कलानगर,kalanagar
कलानी,Kalani
कालानी,kalani
कलानिकेतन,kalaniketan
कलश,Kalash
कलवा,kalava
कालावध्ी,kalavadhi
काळावधी,kalavadhi
कलावाढी,kalavadhi
कलावादी,kalavadi
कलावदी,kalavadi
कालावाी,kalavai
काळबादेवी,Kalbadevi
काळभादेवी,kalbhadevi
कळभे,kalbhe
कळबोली,kalboli
काले,kale
कालेडोनि,kaledoni
कालेश्वर,kaleshwar
कलेश्वर,Kaleshwar
काळेवाडी,kalewadi
कल्हेर,kalher
क़ाल्हेर,kalher
कालिदास,Kalidas
कालीदास,Kalidas
कालीघाट,kalighat
कालीका,kalika
कालिका,Kalika
कलीना,kalina
कलिना,Kalina
कालिना,Kalina
कालिंदी,Kalindi
कॉलिनी,kalini
कालकाई,kalkai
कलोसा,kalosa
कल्प,Kalp
कल्पसिटी,Kalp City
कल्पक,kalpak
कल्पना,kalpana
कल्पका,kalpana
कल्परत्न,kalparatna
कल्पतरू,Kalpataru
कल्पतरु,Kalpataru
कल्पवृक्ष,kalpavriskha
कल्पेश,Kalpesh
कल्पिता,kalpita
कल्पीता,kalpita
कल्पराज,Kalpraj
कल्परुक्ष,kalpruksh
कलपतरू,kalptaru
कालसेकर,kalsekar
कुलश्री,kalshri
काळू,Kalu
काळूबाई,KaluBai
काळुबाई,kalubai
काळुंद्र,kalundra
काळुंद्रे,kalundre
कालवडखार,kalvadkhar
कलयनशील,kalyanshil
कामा,kama
कामाक्षी,kamakshi
कमल,Kamal
कमळ,kamal
कमलकुंज,kamalakunja
कमलदिप,kamaldeep
कमलजा,kamalja
कमलनाथ,kamalnath
कमलसागर,kamalsagar
कमलू,kamalu
कमलु,kamalu
कमलवन,kamalvan
कमान,kaman
कमानी,kamani
कामनवाला,kamanvala
कामणवाला,kamanvala
कमर,kamar
कमरूनिस्सा,kamarunissa
कामत,Kamat
कामाठी,kamathi
कामाठीपुरा,kamathipura
कामाठीपूरा,kamathipura
कामाठिपूरा,kamathipura
कामाटीपुरा,kamatipura
कंबाला,kambala
कांबळगाव,kambalgaon
कांबेकर,kambekar
काम्बेकर,kambekar
कांबेश्वर,kambeshwar
कांबळे,Kamble
कम्बोधी,kambodhi
कंबोधी,kambodhi
क्रमभुमी,kambukhi
कामदार,KAMDAR
कामधेनु,kamdhenu
कामधेनू,Kamdhenu
कांे,kame
कामगार,Kamgaar
कामीनी,kamini
कामिनी,Kamini
कमला,Kamla
कमलापार्क,kamla park
कमलाकर,kamlakar
कमलाल,kamlal
कमलानगर,kamlanagar
कमलेश,Kamlesh
कमलिनी,kamlini
कमळू,kamlu
कमळु,kamlu
कामोेठे,kamoethe
कामोठ,kamoth
कामोठा,Kamothe
कमोठे,kamothe
कॉम्पॉक,kampok
कामठी,Kamthi
कानाजी,kanaji
कनक,kanak
कणक,kanak
कनाकी,kanaki
कनकलता,kanaklata
कनकश्री,kanakshri
कनल,kanal
कांच,kanch
कांचन,Kanchan
कंचन,Kanchan
कांचनपुष्प,kanchan pushp
कांचनगंगा,kanchanganga
कंचनगंगा,kanchanganga
कांचनजंगा,kanchanjanga
कांचनपुष्पा,kanchanpushpa
कांचगांव,kanchgaon
कांची,Kanchi
कांचपाडा,kanchpada
कांद,kand
कांदा,kanda
कांदबरी,kandabari
कांदळगांव,kandalgaon
कांदळी,kandali
कांदर,kandar
कंदरपाडा,kandarapada
कांदरपाडा,Kandarpada
कंदर्पाडा,kandarpada
कान्दरपाडा,kandarpada
कान्दरपादा,kandarpada
कांदवली,kandavali
कांढरोली,kandharoli
कांदीलवी,kandilavi
क़न्दिवलि,kandivali
कांदविली,kandivali
कंादीवली,kandivali
कन्दिवलि,kandivali
कांद‍िवली,Kandivali
कान्दिवलि,kandivali
कांदोरी,kandori
कांडपिळे,kandpile
कन्द्रेपाडा,kandrepada
काणेकर,kanekar
कणेरी,Kaneri
कनकेश्वर,KANESHWAR
कांगरा,Kangra
कांग्रा,kangra
कान्हा,Kanha
कन्हेरी,kanheri
कण्हेरी,kanheri
कान्होजी,Kanhoji
कनिष,Kanish
कनिश,kanish
कानिष,kanishk
कनिष्का,kanishka
कनिष्क,Kanishka
कांजूर,kanjur
कांजूरमार्ग,Kanjur Marg
कांजुरमार्ग,Kanjurmarg
कनकि,Kanki
कनकी,kanki
कणकि,kanki
कानकि,kanki
कांक्षी,kanksi
कंळबोली,kanlaboli
कॅन्ना,kanna
कन्नमवार,Kannamwar
कनोज,kanoj
कनोसा,kanosa
कंरजाडे,kanrajade
कनसारा,kansara
कंसारा,kansara
कांता,Kanta
कंथारि,kanthari
कांतीलाल,kantilal
कांतीवाडी,kantivadi
कानू,Kanu
कानुमा,kanuma
कानुंगो,kanungo
कानुन्गो,kanungo
कानुनगो,Kanungo
कन्वल,kanval
कन्वेरा,kanvera
कानविंदे,kanvinde
कपास,kapaas
कपाडी,kapadi
कपाडि,kapadi
कापकणेरी,kapakneri
कपालेश्वर,Kapaleshwar
कपासवाडी,kapasavadi
कपासे,kapase
कपाशी,kapashi
कपासी,kapasi
कापडी,kapdi
कापडि,kapdi
कफपरेड,kaphapared
कपील,Kapil
कपिल,Kapil
कपिला,Kapila
कपिलवस्तु,Kapilavastu
कपिलावास्तु,kapilavastu
कपीलवास्तु,kapilvaastu
कपिलवस्तू,kaplvastu
कपोल,kapol
कपोला,kapola
कपुर,Kapoor
कपूर,kapoor
कप्पीश,kappish
कॉपरी,kapri
कापूरबावडी,kapurabavadi
कापुरबावडी,Kapurbavdi
कर्,kar
कराची,Karachi
करं,karam
करण,Karan
करन,Karan
कारंजाडे,karanchande
करानी,karani
कारानी,karani
करंजाडे,karanjade
करंजडे,karanjade
करंजाड़े,Karanjade
करंजघर,karanjghar
करारी,karari
करावेगांव,karavegaon
करचुंडे,karchunde
करडे,karde
करिना,Kareena
करीना,Kareena
करावेगाव,karegaon
कारेकर,Karekar
कारगाव,kargaon
कारगील,kargil
कारगिल,kargill
करि,kari
करीम,Karim
करिम,Karim
करीमजी,karim ji
करीमाबाद,kArimabad
करीमन,kariman
करिमभाई,karimbhai
करीमी,karimi
करिमी,karimi
करिश्मा,Karishma
करीश्मा,karishma
करिष्मा,Karishma
करिशमा,karishma
करीष्मा,karisma
कारीवली,karivali
कारिवलि,karivali
करिवली,karivali
करजांडे,karjande
कर्जतनगरपालिका,Karjat Municipality
कर्म,karm
कर्मा,Karma
कर्मभूमी,karmabhumi
कर्मभुमी,karmabhumi
कर्मक्षेत्र,karmshetra
कर्मस्तंभ,karmstambh
कर्मयोग,karmyog
कर्ण,karn
कर्णा,Karna
कर्नाटक,karnatak
कार्निवा,karniba
करोति,karoti
करोती,karoti
कारश्नी,karshani
कर्तार,Kartar
कार्तिक,Karthik
कार्तिक्,kartik
कार्तीक,kartik
कार्तिकेय,Kartikeya
कार्तीकेय,kartikeya
कार्तीकी,kartikya
कार्तिक्य,kartikya
कार्तीक्य,kartikya
करुणा,karuna
करूणा,Karuna
करवीर,Karveer
करवालो,karwali
कासाब्लँका,kasa block
कासाबेला,kasabela
कासल,kasal
कसळखंड,kasalkhand
कासार,Kasar
कासारआळी,Kasar ali
कासरवडवली,kasaravadavali
कासारिओ,kasario
कसारवडवली,kasarvadvali
कासारवडवली,Kasarwadvali
कसटवाडी,kasatvadi
काशी,Kashi
काशीद,kashid
काशिधाम,kashidham
काशिगांव,Kashigaon
काशीगांव,kashigaon
काशिगाव,kashigaon
काशीगाव,kashigaon
काशिमिरा,Kashimira
काशिनाथ,Kashinath
कशिष,kashish
कशीश,kashish
कशिश,kashish
काशिष,kashish
काशीविश्वनाथ,kashivishwanath
काश्मीर,Kashmir
कश्मिरा,kashmira
काशिमीरा,kashmira
काश्मीरी,kashmiri
काशमीरी,kashmiri
काश्मिरी,Kashmiri
कश्मीरी,Kashmiri
कश्यप,Kashyap
कासील,kasil
काशीमिरा,kasimira
काशीमीरा,kasimira
कसिटा,kasita
कासकर,Kaskar
कस्तुर,kastoor
कस्तुरपार्क,kastoor park
कस्तूरी,kastoori
कस्तुभा,kastubha
कस्तुरबा,Kasturba
कस्तूरबा,Kasturba
कस्तुरी,kasturi
कासुरघुटंवाडी,kasurghuntwadi
काटा,kata
कटाई,katai
कटारि,katari
कटारी,Katari
केट,Kate
काटेेमानिवली,kateemanivali
काटेमानीवली,katemanivali
काठी,kathi
काथोड,kathoda
केटी,Katie
कतिलेश्वरी,katileshwari
कात्रक,katrak
कॅथरीना,katrina
कौल,Kaul
कौसार,kausar
कौशिक,Kaushik
कौस्तुभ,Kaushtubh
कौटिल्य,Kautilya
कौटील्य,kautilya
कवल,kaval
कावसजी,kavasji
कावेल,kavel
कावेरी,Kaveri
कवेसर,kavesar
कव्हरड,kavharad
काव्,kavi
कविळवहाळ,kavilvahal
कविता,Kavita
काव्य,kavya
काव्यम,kavyam
कायनात,kaynaat
कायनाथ,kaynath
कयू,kayu
काझी,Kazi
कॅबी,KB
केसी,KC
केडि,KD
केडी,KD
केाऑ,keao
कॅडल,kedal
केदार,Kedar
केदारबन,kedar van
केदारे,Kedare
केदारेश्वर,kedareshwar
केदारमल,kedarmal
केदारनाथ,Kedarnath
कॅडेल,kedel
कॅडेस्ट्रल,kedestral
कीर,keer
केला,kela
कैला,kela
केलावाला,kelavala
कॅलेलिली,kelelili
केलीपाडा,kelipada
केलिपाडा,kelipada
केळकर,Kelkar
केळकरवाडी,kelkarwadi
केळुस्कर,kelkuskar
केल,Kell
कॅलनी,kelni
केळुसकर,kelusakar
केळवा,Kelve
केळवे,Kelve
कॅमेलि,kemeli
कॅमेली,kemeli
कॅमीलिआ,kemilia
केन,Ken
केंद्रीय,Kendriya
केंद्रिय,kendriya
केन्द्रिय,kendriya
केनेडी,kenedy
केनमोर,kenmore
केनोरा,Kenora
कॅनोसा,kenosa
केंट,Kent
केंत,Kent
केन्ट,Kent
केनवूड,Kenwood
केनवुड,Kenwood
कॅपरी,kepari
कॅप्ट,kept
कैराली,kerali
केरु,keru
कॅसाब्लांका,kesablanka
केसर,Kesar
केशर,Kesar
केसरी,Kesari
केसरीनाथ,kesarinath
केशवकुंज,kesavakunj
केशव,Keshav
केशवा,Keshav
केशवजी,keshav ji
केशवकंुज,keshavkun
केशु,Keshu
केस्ले,kesle
केसले,kesle
केसेल,Kessel
केसु,kesu
केसू,kesu
कॅसुरीना,kesurina
केत,ket
केतन,Ketan
केतकर,ketkar
केतकी,ketki
कॅवज,kevaj
केवज,kevaj
केवलधाम,kevaldham
केवाळे,kevale
केवानी,kevaNI
कॅवेस,kevas
केवस,kevas
केवेज,kevech
कॅव्हेरी,kevheri
केवणीपाडा,kevnipada
केवल,kewal
किऑक्स,key oaks
केएच,KH
ख्,kh
खाड,khad
खडकपाडा,khadakapada
खडेगोळवली,khadegolavali
खाडेगोलवली,khadegolvali
खाडी,khadi
खाडिलकर,khadilkar
खाडीलकर,khadilkar
खडीर्,khadir
खैराणे,khairane
खैरने,khairane
खैरणे,Khairane
खैराने,khairane
खैराणी,khairani
खैरुन्नीसा,khairunnisa
खेतान,Khaitan
खाजा,khaja
खजुरि,khajuri
खजुरपुरा,khajurpura
खख्खर,khakhar
खखर,Khakhar
खकपाा,khakpa
खलापुर,khalapura
खलाटी,khalati
खालील,khaleel
खलिल,Khalil
खालपुर,khalpur
खालसा,Khalsa
खांबाल,khambal
खंबाला,khambala
खांबाळपाडा,khambalpada
खांबदेव,khambdev
खांबिवली,khambivali
खामकर,khamkar
खंुटवली,khamutavali
खान,khan
खाण,khan
खानाव,khanav
खानावं,khanav
खानावळे,khanavale
खंडाळा,Khandala
खंदार,khandar
खांडेकर,khandekar
खांडेलवाल,khandelval
खंडेलवाल,Khandelwal
खांदेश्वर,Khandeshwar
खांडके,Khandke
खंडोबा,Khandoba
खंडूभाई,khandubhai
खाने,khane
कन्है,Khanhe
खन्ना,Khanna
खरंवडी,kharanvadi
खरबा,kharba
खर्डीगाव,khardigaon
खर्डीपाडा,khardipada
खरे,khare
खारेगांव,kharegaon
खारगांव,kharegaon
खारेघाट,khareghat
खारेश्वर,khareshwar
खरी,khari
खरीप,kharif
खारीगाव,Kharigaon
खारीगांव,kharigaon
खारीवाला,kharivala
खारकरआळी,kharkarali
खारोडी,kharodi
खरशेत,kharshet
खारटन,khartan
खरुडे,kharude
ख,khasra
खटाववाडी,khatavvadi
खातीजा,khatija
खतिजा,khatija
खातून,khatoon
खत्री,Khatri
खत्तर,khattar
खत्तरअली,khattaraali
खटाऊमिल,khaumil
खैबर,khebar
खैर,kher
खेर,Kher
खेरनगर,khernagar
खैरन्निसा,khernissa
खेरवाडी,Kherwadi
खेत,khet
खेतवाडी,Khetwadi
खेवरा,khevra
खिडकाळेश्वर,khidkaleshwar
खिमजी,khimaji
खीरा,khira
खिरा,khira
खिरानगर,khiranagar
क्लिफटॉन,khlipton
खो,kho
खोडल,khodal
खोदाराम,khodaram
खोडी,khodi
खोडि,khodi
खोका,khoka
खोखाणी,khokhani
कोळखे,kholke
कोंड,Khond
खोपाली,khopali
खोपोलीनगरपालिका,Khopoli naga rpalika
खोपटे,khopte
खोत,Khot
खोताची,khotachi
खोटे,khote
खूली,khuli
ख्ुंटवली,khuntavali
खुराणा,Khurana
खुर्द,Khurd
खुशाल,khushal
खुशाली,khushali
खुशबू,khushboo
खुशी,Khushi
ख़ुशी,khushi
खुटूकबंधन,khutukbandhan
खुटवली,khutvali
ख्वाजा,Khwaja
किडवाई,Kidwai
किडवई,Kidwai
किहीम,kihim
किका,KiKa
किला,kila
किलबिल,kilbil
कीलेदार,kiledar
किल्लेदार,Killedaar
किम,Kim
किनारा,Kinara
किंग,king
किंग्ट,king
कींग,king
किंगफिशर,Kingfisher
किंग्स,Kings
किंगस,kings
किंग्ज,Kings
किंग्जव्हिले,kings ville
किंग्जस्टन,kingston
किंगस्टन,Kingston
किंगस्टोन,Kingston
किंग्स्टन,Kingston
किणी,Kini
किनी,Kini
किंजल,Kinjal
किन्झा,kinjha
किन्नी,Kinney
किऑस्क,kiosk
किओस्क,Kiosk
कियोस्क,Kiosk
केआयपीएल,KIPL
किरण,Kiran
किरन,kiran
किराणा,kirana
किरीट,kirit
किरोल,kirol
किरपाल,Kirpal
कृपाल,Kirpal
किर्ती,Kirti
कीर्ती,kirti
किर्ति,kirti
किर्तीकर,Kirtikar
किर्तीकुंज,kirtikunj
किसन,Kisan
किसान,kishaab
किशीन,kishan
किशन,Kishan
क्रिश्न,kishan
किशनलिला,kishanlila
किष्ण,kishn
क्रिस्ना,kishna
किशोरी,Kishori
किशोरकुंज,kishorkunj
किस्मत,kismat
क्रीष्णा,kisna
किष्णा,kisna
किटकॅट,kit-kat
किताबुन,kitaboon
किचन,Kitchen
किट्टी,Kitty
किवी,kiwi
केके,KK
केएल,KL
क्लीफ,Kleef
क्लेरेज,klerej
केएलआर,KLR
नाय,knew
गुंठ,Knot
नोक्स,Knox
नॉक्स,Knox
कोबंडपाडा,kobandapada
कोडाय,koday
कोंढेपंचतन,kodhepanchtan
कोडीव,kodiv
कोंडीविटा,kodivita
कोहिनून,kohinon
कोहीनूर,Kohinoor
कोहिनुर,Kohinoor
कोहीनुर,kohinoor
कोहिनूर,Kohinoor
कोहोज,kohoj
कोजागिरी,kojagiri
कोझीहोम,kojhi home
कोजी,Koji
कोकणीपाडा,kokanipada
कोकणीपाड़ा,kokanipara
कोकणस्थ,kokansth
कोकारी,kokari
कोकाटे,Kokate
कोकील,kokil
कोकिल,kokil
कोकीळ,kokil
कोकिळ,kokil
कोकिळाबेन,kokilaben
काेकरे,kokre
कोकरी,kokri
कोलबाड,kolabad
कौलारु,kolaru
कोलडोंगरी,Koldongri
कोले,kole
कोळेगाव,kolegaon
कोळेगांव,kolegaon
कोलेकल्,kolekal
कोळगांव,kolgaon
कोळी,koli
कोळीम,kolim
कोलिवलि,kolivali
कोलीवरी,kolivari
कोलिव्हरी,kolivhari
कोळीवाडा,KOLIWADA
कोलखे,kolkhe
कोळखेगांव,kolkhegaon
कोळसेवाडी,kolsevadi
कोळशेवाडी,kolshevadi
कोळठण,kolthan
कोलंबी,kolumbi
कोलुंगडे,kolungade
केळवारोड,kolva road
कोलवडे,kolvade
कोमल,Komal
कोंबडी,kombadi
कोंबडपाडा,kombadpada
कोमोठे,komothe
कोनार्क,Konark
कोणार्क,Konark
कोंडिलकर,Kondilkar
कोंडीलकर,kondilkar
कोंदीवडे,kondivade
कोंदिवले,kondivale
कोंडिविटा,kondivita
कोंदीविटे,kondivite
कंडोमिनिअम,kondominium
कोनगाव,Kongaon
कोनगांव,kongaon
कोणिसावा,konisava
कोकण,Konkan
कोंकण,Konkan
कोनतरी,kontari
कोन्तारी,kontari
कौंतेय,kontey
कोऑहौ,koohau
केओेपी,KOP
कोपरखैरण्े,kopar khairae
कोपरखेरणे,Kopar Khairane
कोपरखैराणे,Kopar khairane
कोपरखैरने,kopar khairane
कोपरखेरने,kopar khairane
केापरखैरणे,Kopar khairane
कोपरखैराने,kopar khairane
कोपरखैरणे+,kopar khairane
कोपरखैरण,kopar khairane
कोपरखैरणै,kopar khairane
कोपरखेैरणे,kopar khairane
कोपरर्खैरने,kopar khairane
कापेरखैरणे,kopar khairane
कोपरखैरणे,kopar khairane
कापरखैरणे,kopar khairane
कोपरख़ैरणे,kopar khairane
कोपरख्रैरणे,kopar khairane
कौपरखैरणे,kopar khairane
कोपरखैरणेगाव,kopar khairane gaon
कोपरखैरणेगांव,kopar khairane gaon
कोपरी,Kopari
कोपरीगांव,koparigaon
कोपरीपाडा,koparipada
कोपरकर,koparkar
कोपरा,Kopra
कोपरीखार,koprikhar
कोपरीार,koprir
कॉरोनेट,koronet
